鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中山區,房地(土地+建物),長安東路一段56巷1~30號,10.04,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100208,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921030,34.59,0,0,0,無,無,6200000,179243,,0.0,0,,RPOOMLPJLHGGFCA96DA,16.88,0.0,4.32,有,
中山區,房地(土地+建物),德惠街31~60號,6.07,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100120,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0681219,58.18,2,1,1,有,有,9950000,171021,,0.0,0,,RPROMLSJLHGGFCA57DA,46.04,0.0,0.0,有,011
內湖區,房地(土地+建物),康樂街20巷31~60號,47.3,都市：其他:第三種住宅區。,,,1100109,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760807,133.19,3,2,2,有,無,19750000,148284,,0.0,0,其他增建;,RPWOMLTJLHGGFCA18DA,110.39,1.08,10.83,無,
中山區,房地(土地+建物),伊通街91~120號,20.0,都市：其他:第三種住宅區。,,,1090909,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),,加強磚造,0560512,63.8,0,0,0,無,無,32200000,504702,,0.0,0,一樓空地增建並增建夾層,RPOPMLTJLHGGFCA47DA,63.8,0.0,0.0,無,
內湖區,房地(土地+建物),成功路四段61巷22弄1~30號,27.95,都市：其他:第三種住宅區。,,,1100206,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,122.80000000000001,2,2,2,有,有,22650000,184446,,0.0,0,陽台外推;其他增建;,RPRRMLSJLHGGFCA87DA,63.22,17.77,9.77,有,012
南港區,房地(土地+建物),研究院路三段68巷1~30號,27.98,都市：其他:第二種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100128,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670801,93.24,2,2,1,有,無,8300000,89018,,0.0,0,,RPQNMLSLJHGGFDA47DA,85.09,0.0,8.15,無,
信義區,房地(土地+建物)+車位,仁愛路四段481~510號,32.61,都市：其他:第四之一種住宅區(特)。,,,1100112,土地2建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750116,232.74,4,2,3,有,有,89000000,382401,坡道平面,0.0,0,,RPXNMLKLKHGGFDA47DA,172.55,4.18,20.1,有,
信義區,房地(土地+建物),松隆路61~90號,57.75,都市：其他:道路用地(公共設施用地)。51/2/2,,,1100126,土地2建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住商用,加強磚造,,87.89,1,1,1,有,無,39200000,446012,,0.0,0,其他增建;,RPVNMLMLKHGGFDA47DA,87.89,0.0,0.0,無,013
信義區,房地(土地+建物),吳興街284巷24弄61~90號,15.2,都市：其他:第三種住宅區。,,,1100202,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670708,59.82,2,2,1,有,無,9300000,155466,,0.0,0,,RPSNMLMJLHGGFDA07DA,50.81,0.0,9.01,無,
信義區,房地(土地+建物)+車位,基隆路一段121~150號,4.62,都市：其他:第三種住宅區。,,,1100123,土地2建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),自由職業事務所,鋼筋混凝土造,0950802,52.239999999999995,1,1,1,有,有,13860000,367907,坡道機械,19.46,1800000,夾層;其他增建;,RPSOMLNJLHGGFDA27DA,20.89,0.0,1.63,有,
松山區,房地(土地+建物),新東街61~90號,31.52,都市：其他:住宅用地(民生社區特定專用區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100124,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671211,123.46,6,0,6,有,無,18300000,148226,,0.0,0,陽台外推;其他增建;,RPOUMLOJLHGGFDA57DA,98.61,0.0,16.91,無,
松山區,房地(土地+建物),塔悠路151~180號,40.19,都市：其他:第三種住宅區。,,,1091230,土地1建物1車位0,四層,四層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0831111,175.81,2,1,2,有,有,8800000,50054,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOOMLSJLHGGFDA37DA,106.64,5.34,11.82,有,014
南港區,房地(土地+建物)+車位,研究院路三段1~30號,52.79,都市：其他:第二種住宅區。,,,1100123,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990921,160.89,3,2,2,有,有,18200000,113121,坡道平面,0.0,0,陽台外推;其他增建;,RPPPMLSJLHGGFDA57DA,65.24,8.08,5.33,有,015
信義區,車位,松仁路211~240號,4.98,都市：其他:第三種住宅區。,,,1100303,土地18建物1車位1,地下一層,四層,其他,見使用執照,鋼筋混凝土造,0860906,36.15,0,0,0,有,有,3000000,,坡道平面,36.15,3000000,僅車位交易;,RPRNMLTJLHGGFDA67DA,0.0,0.0,0.0,無,
信義區,房地(土地+建物),基隆路一段37巷1~30號,23.02,都市：其他:第三種住宅區。,,,1100209,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0750522,98.01,0,0,0,無,無,23000000,234670,,0.0,0,其他增建;,RPSNMLTJLHGGFDA77DA,58.46,18.68,0.0,無,016
松山區,房地(土地+建物),敦化北路4巷31~60號,7.45,都市：其他:第三種住宅區。,,,1100130,土地3建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0590728,33.0,1,1,1,有,有,7900000,239394,,0.0,0,,RPVNMLTJLHGGFDA08DA,27.95,0.0,0.0,有,
松山區,房地(土地+建物),八德路三段211~240號,4.05,都市：其他:第三種住宅區。,,,1100128,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0771223,41.300000000000004,1,1,1,有,有,7750000,187651,,0.0,0,其他增建;,RPTOMLSJLHGGFDA87DA,30.52,0.0,4.04,有,017
松山區,房地(土地+建物),民生東路五段151~180號,22.63,都市：其他:第三種商業區(民生社區特定專用區)。,,,1100126,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720915,246.29,5,2,3,有,有,46000000,186772,,0.0,0,陽台外推;,RPUOMLSJLHGGFDA97DA,184.18,0.0,14.24,有,
士林區,房地(土地+建物),文林路594巷1~30號,27.66,都市：其他:第三種住宅區。,,,1100127,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710716,105.77,5,0,5,有,無,14300000,135199,,0.0,0,陽台外推;,RPOQMLSJKHGGFEA57DA,79.09,0.0,14.15,無,018
北投區,房地(土地+建物),中和街20巷1~30號,4.75,都市：其他:特定觀光商業專用區。,,,1100202,土地3建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),自由職業事務所,鋼筋混凝土造,0950626,36.339999999999996,1,1,1,有,有,6250000,171987,,0.0,0,陽臺現況為湯泉池夾層;,RPXNMLSKKHGGFEA28DA,16.55,0.0,8.92,有,
北投區,房地(土地+建物)+車位,中央北路一段31~60號,16.39,都市：其他:第三種商業區。,,,1100131,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791123,146.48,4,2,2,有,有,24600000,167941,升降機械,0.0,0,陽台外推;其他增建;,RPQRMLOJLHGGFEA57DA,101.78,3.09,12.99,有,
北投區,房地(土地+建物),溫泉路65巷1~30號,6.97,都市：其他:特定觀光商業專用區。,,,1100204,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,35.71,1,1,1,有,有,4850000,135816,,0.0,0,,RPSOMLTJLHGGFEA97DA,23.16,0.0,2.05,有,
北投區,房地(土地+建物)+車位,復興三路31~60號,53.18,都市：其他:第二種住宅區。,,,1100303,土地1建物1車位2,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061205,149.69,3,2,2,有,有,18000000,126792,一樓平面,40.85,4200000,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLKKLHGGFEA86DA,63.38,4.35,6.06,有,
大安區,房地(土地+建物),基隆路二段132巷1~30號,11.21,都市：其他:第三種住宅區。,,,1100116,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821109,31.56,1,1,1,有,無,7880000,249683,,0.0,0,陽台外推;其他增建;,RPPNMLMLKHGGFFA07DA,21.63,0.76,2.15,有,
大安區,房地(土地+建物),信義路四段31~60號,1.81,都市：其他:第三種住宅區。,,,1100219,土地2建物1車位0,六層,六層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0600301,7.61,2,2,1,有,有,1400000,183968,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOOMLMLKHGGFFA07DA,0.0,0.0,0.0,無,
大安區,房地(土地+建物)+車位,信義路三段1~30號,20.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100124,土地1建物1車位1,二層，夾層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860922,189.32,2,2,3,有,有,45080000,238115,升降平面,0.0,0,陽台外推;夾層;其他增建;,RPRNMLNLKHGGFFA37DA,114.92,9.43,15.05,有,
大安區,房地(土地+建物),大安路一段157巷1~30號,34.42,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1100129,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710226,149.91,3,2,2,有,無,36800000,245481,,0.0,0,,RPROMLNLKHGGFFA47DA,120.9,0.0,21.07,有,
大安區,房地(土地+建物),四維路31~60號,13.59,都市：其他:道路用地(公共設施用地)。48/3/13,,,1100131,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.31,3,2,1,有,有,21000000,286455,,0.0,0,陽台外推;其他增建;,RPWPMLOLKHGGFFA18DA,43.25,0.0,12.28,有,
大安區,房地(土地+建物),和平東路三段451~480號,13.15,都市：其他:第三種住宅區。,,,1061105,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,77.21000000000001,2,1,1,有,無,18650000,241549,,0.0,0,,RPPOMLLJLHGGFFA96DA,45.63,0.0,3.21,有,
大安區,房地(土地+建物)+車位,和平東路三段421~450號,16.47,都市：其他:第三種住宅區。,,,1060823,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,138.8,2,2,1,有,無,25900000,245645,坡道平面,42.93,2350000,,RPQOMLLJLHGGFFA07DA,53.74,0.0,6.95,有,
大安區,房地(土地+建物)+車位,和平東路三段421~450號,16.47,都市：其他:第三種住宅區。,,,1061016,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,132.87,2,2,1,有,無,26350000,251356,坡道平面,36.99,2250000,,RPSOMLLJLHGGFFA27DA,53.74,0.0,6.95,有,
大安區,房地(土地+建物),和平東路三段421~450號,11.93,都市：其他:第三種住宅區。,,,1061122,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,70.09,2,2,1,有,無,17700000,252532,,0.0,0,,RPTOMLLJLHGGFFA37DA,40.76,0.0,3.59,有,
大安區,房地(土地+建物),和平東路三段421~450號,11.93,都市：其他:第三種住宅區。,,,1061112,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,70.09,2,1,1,有,無,17900000,255386,,0.0,0,,RPVOMLLJLHGGFFA57DA,40.76,0.0,3.59,有,
大安區,房地(土地+建物)+車位,和平東路三段421~450號,12.07,都市：其他:第三種住宅區。,,,1061124,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,113.00999999999999,2,2,1,有,無,19650000,246861,坡道平面,42.93,2350000,,RPXOMLLJLHGGFFA77DA,40.76,0.0,3.59,有,
大安區,房地(土地+建物),和平東路三段421~450號,12.85,都市：其他:第三種住宅區。,,,1060726,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,75.42,2,1,1,有,無,18100000,239989,,0.0,0,,RPQPMLLJLHGGFFA17DA,43.84,0.0,3.9,有,
大安區,房地(土地+建物)+車位,和平東路三段421~450號,16.5,都市：其他:第三種住宅區。,,,1091105,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,137.84,2,2,1,有,無,24950000,244046,坡道平面,44.21,2100000,,RPQNMLMJLHGGFFA07DA,53.74,0.0,6.95,有,
大安區,房地(土地+建物)+車位,和平東路三段451~480號,13.31,都市：其他:第三種住宅區。,,,1091105,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090804,119.18,2,2,1,有,無,20500000,245464,坡道平面,44.21,2100000,,RPROMLOJLHGGFFA47DA,45.63,0.0,3.21,有,
中正區,房地(土地+建物),中華路二段309巷31~60號,11.11,都市：其他:道路用地(公共設施用地)。,,,1100224,土地3建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住家用,加強磚造,0560519,34.63,0,0,0,無,無,11980000,345943,,0.0,0,,RPTNMLTJLHGGFAA67EA,33.0,1.63,0.0,無,
中正區,房地(土地+建物),中華路二段307巷31~60號,11.11,都市：其他:道路用地(公共設施用地)。,,,1100224,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),,加強磚造,0560519,25.63,0,0,0,無,無,4490000,175185,,0.0,0,,RPUNMLTJLHGGFAA77EA,24.0,0.0,1.63,無,
文山區,房地(土地+建物),興德路1~30號,11.8,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100204,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1081219,45.8,0,0,0,無,有,9900000,216157,,0.0,0,,RPVNMLTJLHGGFAA87EA,24.11,0.6,3.59,有,
文山區,房地(土地+建物),景仁街78巷1~30號,4.5,都市：其他:第三種住宅區。,,,1100218,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580807,10.37,3,2,1,有,無,950000,91610,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOOMLTJLHGGFAA27EA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),興德路6巷1~30號,30.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100124,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,79.75,3,2,1,有,無,12300000,154232,,0.0,0,陽台外推;,RPSOMLTJLHGGFAA67EA,79.75,0.0,0.0,無,
文山區,房地(土地+建物)+車位,和平東路四段66巷1~30號,84.25,都市：其他:第二種住宅區。,,,1100123,土地2建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860529,249.09,4,2,3,有,有,32680000,151544,坡道平面,46.64,2000000,,RPTOMLTJLHGGFAA77EA,137.16,7.56,20.49,有,
